x_mean,y_mean,n
0.3377079553788551,5.809521908716137,25907
2.0,5.978425782262969,12246
3.0,5.966260282081719,19205
4.0,5.946360686746259,17732
5.0,5.823558475759292,17565
6.0,5.889169772295993,14401
7.0,5.862108730168048,12904
8.0,5.838402259382559,11633
9.0,5.750990674071592,11115
10.0,5.720134619899981,18307
11.0,5.946597488967307,3839
13.208863920099875,5.886369105811302,8010
22.233923689528112,5.377189204128813,8413
